id,naslov,cena,velikost,leto,nadstropje,prodajalec,opis
5967372,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",169850.00,85.04,2017,2,LIN nepremiènine d.o.o.,"85,04 m2, 3-sobno, zgrajeno l. 2017, 2/4 nad., Nova stanovanjska stavba v Ljubljani. 20 sodobnih stanovanj ob varni poti..."
6032283,"LJ. BEŽIGRAD, STANIÈEVA ULICA",169000.00,166.00,1960,1,"Abstract nepremiènine, Igor Kerin s.p.","166 m2, 5 in veèsobno, zgrajeno l. 1960, adaptirano l. 2004, 1. nad., v tristanovanjski konèni vrstni hiši; N : dvosobno..."
5930594,LJ. BEŽIGRAD,169000.00,65.00,1984,VP,LJUBLJANA NEPREMIÈNINE d.o.o.,"65 m2, 2-sobno, zgrajeno l. 1984, visoko pritlièje, ;Bežigrad, prodamo 2ss v visokem pritlièju s pogledom na manjši zele..."
5936334,LJ. BEŽIGRAD,169000.00,97.80,1933,1,ABC nepremiènine d.o.o.,"97,8 m2, 4-sobno, zgrajeno l. 1933, adaptirano l. 2000, 1/1 nad., 1/1 nad., v tristanovanjski hiši, vhod z zadnje strani..."
6059953,LJ. MOSTE,168500.00,84.60,1968,1,"STAN nepremiènine d.o.o., Ljubljana","84,6 m2, 3-sobno, zgrajeno l. 1968, 1/11 nad., Trisobno stanovanje na izredno mirni in priljubljeni lokaciji z izjemnim ..."
6059137,LJ. MOSTE,168500.00,84.60,1968,1,"Panorama 360, Katja Gložanèev s.p.","84,6 m2, 3-sobno, zgrajeno l. 1968, adaptirano l. 2003, 1/11 nad., ZALOŠKA CESTA. Razpored prostorov: kuhinja z jedilnim..."
5634772,"ŠTEPANJSKO NASELJE, NUSDORFERJEVA",167000.00,66.00,2009,2,"NIONA, Nina Rangus s.p.","66 m2, 2,5-sobno, zgrajeno l. 2009, 2/4 nad., svetlo in lepo vzdrževano stanovanje s pogledom na Savo in razporeditvijo ..."
6051211,DOBRUNJE,167000.00,85.00,1985,M,Moneta Invest d.o.o.,"85 m2, 3,5-sobno, zgrajeno l. 1985, adaptirano l. 2007, 85 m2 zemljišèa, M/2 nad., prodamo. Cena: 167.000,00 EUR"
6054023,"LJ. MOSTE, VODMAT",167000.00,67.80,1935,1,LJUBLJANA NEPREMIÈNINE d.o.o.,"67,8 m2, 2-sobno, zgrajeno l. 1935, adaptirano l. 2013, 1/2 nad., Vodmat, bližina UKC-ja; popolnoma prenovljeno dvosobno..."
6060440,ÈRNUÈE,167000.00,66.00,2009,2,LJUBLJANA NEPREMIÈNINE d.o.o.,"66 m2, 2,5-sobno, zgrajeno l. 2009, 2/4 nad., Prodamo svetlo, lepo opremljeno 2,5 s stanovanje. Pripada mu še velika kle..."
6049890,ÈRNUÈE,167000.00,66.00,2009,2,Viping d.o.o.,"66 m2, 2,5-sobno, zgrajeno l. 2009, 2/4 nad., Vsi prikljucki, dvigalo. Odlicna mirna zelena lokacija, zelo lepo vzdrzeva..."
6050636,ŠTEPANJSKO NASELJE,167000.00,86.00,1974,4,Zasebna ponudba,"86 m2, 3-sobno, zgrajeno l. 1974, 4/4 nad., 83 m2, 3 sobno, adaptirano, 4/4, Lj. Štepanjsko naselje, prenovljeno trisobn..."
6048360,"LJ. BEŽIGRAD, LINHARTOVA CESTA",166800.00,81.70,1961,13,Gradex nepremiènine d.o.o.,"81,7 m2, 3-sobno, zgrajeno l. 1961, adaptirano l. 2008, 13/14 nad., obnovljena streha l.2005, fasada l.2003, komplet pre..."
5967375,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",166180.00,81.51,2017,3,LIN nepremiènine d.o.o.,"81,51 m2, 3-sobno, zgrajeno l. 2017, 3/4 nad., Nova stanovanjska stavba v Ljubljani. 20 sodobnih stanovanj ob varni poti..."
5967374,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",165710.00,81.07,2017,3,LIN nepremiènine d.o.o.,"81,07 m2, 3-sobno, zgrajeno l. 2017, 3/4 nad., Nova stanovanjska stavba v Ljubljani. 20 sodobnih stanovanj ob varni poti..."
5991535,RAKOVNIK,165000.00,129.00,1930,P+M,"Dom domis, Živa Logar, s.p.","129 m2, 4-sobno, dupleks, zgrajeno l. 1930, adaptirano l. 2014, P+M, Stanovanje v hiši, v dveh etažah. Dve parkirni mest..."
5996627,"LJ. VIÈ, RAKOVNIK",165000.00,125.00,1930,P,MESTO NEPREMIÈNIN d.o.o.,"125 m2, 4-sobno, zgrajeno l. 1930, adaptirano l. 2014, P/1 nad., v celoti prenovljeno, v dveh nadstropjih, prodamo. Cena..."
5952176,"LJ. VIÈ, TRŽAŠKA",165000.00,67.00,2004,P,"Moja vila, Tina Dolinar s.p.","67 m2, 2,5-sobno, zgrajeno l. 2004, 50 m2 zemljišèa, pritlièje, Stanovanje se nahaja med Dolgim mostom in Brezovico. Hit..."
6023327,"LJ. MOSTE, KAJUHOVA",165000.00,70.70,1967,11,Pun nepremiènine d.o.o.,"70,7 m2, 3-sobno, zgrajeno l. 1967, 11/12 nad., svetlo, lep razgled, obnovljeno, vredno ogleda, prodamo. Cena: cca 165.0..."
6038053,LJ. ŠIŠKA,165000.00,86.00,1967,1,"Salomon nepremiènine, Anže Nahtigal, s.p.","86 m2, 3-sobno, zgrajeno l. 1967, 1/10 nad., vzdrževano stanovanje z zastekljeno ložo, nova PVC okna z roletami, klet, v..."
6044323,"ZG. ŠIŠKA, LJ., ŠIŠENSKA ULICA",165000.00,92.00,1910,1,"Vlado Babiæ s.p., poslovna enota ATLAS NEPREMIÈNINE","92 m2, 4-sobno, zgrajeno l. 1910, adaptirano l. 2001, 1/2 nad., Ljubljana, Šiška, 4-sobno stanovanje, prodamo. Cena: 165..."
6045706,"FUŽINE, OSENJAKOVA",165000.00,87.00,1988,4,Nepremiènine Plus d.o.o.,"87 m2, 3-sobno, zgrajeno l. 1988, adaptirano l. 2007, 4/4 nad., Velika terasa, galerija, razgiban tloris, obnovljeno in ..."
6041439,KOSEZE,165000.00,92.00,2007,1,Senon d.o.o.,"92 m2, 4-sobno, adaptirano l. 2007, 1/2 nad., V hiši s 3 stanovanjskimi enotami prodamo prijetno veèsobno stanovanje z l..."
6039454,"LJ. BEŽIGRAD, BRATOVŠEVA PLOŠÈAD",165000.00,71.20,1972,11,LJUBLJANA NEPREMIÈNINE d.o.o.,"71,2 m2, 3-sobno, zgrajeno l. 1972, adaptirano l. 2010, 11/14 nad., Bratovševa plošèad, prenovljeno 3- sobno stanovanje ..."
6055819,"LJ. MOSTE, BLIŽINA KC IN KODELJEVEGA",165000.00,63.80,1972,3,Rocco nepremiènine d.o.o.,"63,8 m2, 3-sobno, zgrajeno l. 1972, adaptirano l. 2010, 3. nad., Na odlièni lokaciji v Mostah se nahaja popolnoma prenov..."
6055464,"LJ. BEŽIGRAD, BRATOVŠEVA PLOŠÈAD",165000.00,74.80,1978,11,MESTO NEPREMIÈNIN d.o.o.,"74,8 m2, 3-sobno, zgrajeno l. 1978, adaptirano l. 2014, 11/14 nad., kompletno renovirano z vrhunskimi materiali, in z od..."
6053078,DRAVLJE,165000.00,76.60,1983,3,"Nepremièninska agencija ""TLORIS"" Miro Toriæ s.p., Poslovna enota","76,6 m2, 3-sobno, zgrajeno l. 1983, 3/11 nad., Prodamo svetlo in zelo funkcionalno 3-sobno stanovanje, v izmeri 76,60 m2..."
6057713,"LJ. CENTER, BLIZU VILE URBANA",165000.00,40.00,1970,6,MESTO NEPREMIÈNIN d.o.o.,"40 m2, 2-sobno, zgrajeno l. 1970, adaptirano l. 2012, 6/6 nad., kompletno obnovljeno in opremljeno z enkratnim pogledom ..."
6059075,LJ. BEŽIGRAD,165000.00,69.00,2008,VP,Za nepremiènine d.o.o.,"69 m2, 3-sobno, adaptirano l. 2008, visoko pritlièje, VZ-lega, hodnik, kuhinja z jedilnico, prostorna dnevna soba, spaln..."
6060413,LJ. MOSTE,165000.00,63.80,1972,3,"REMAX Vogal, Nepremièninska družba, d.o.o.","63,8 m2, 3-sobno, zgrajeno l. 1972, adaptirano l. 2013, 3/13 nad., na odlièni lokaciji v bližini športnega parka Kodelje..."
6060999,"LJ. BEŽIGRAD, ŠARHOVA ULICA",165000.00,77.20,1964,3,"Dodoma d.o.o., PE Ljubljana","77,2 m2, 3-sobno, zgrajeno l. 1964, 3/4 nad., prodamo. Cena: 165.000,00 EUR"
6061089,"LJ. BEŽIGRAD, PERIÈEVA ULICA",165000.00,78.00,1967,4,Mernet d.o.o.,"78 m2, 3-sobno, zgrajeno l. 1967, 4/11 nad., svetlo, sonèno, adaptirana okna, klima, 2x dvigalo, stanovanje je potrebno ..."
6061279,"SP. ŠIŠKA, ZOFKE KVEDROVE",165000.00,75.00,1948,2,ARHCOM nepremiènine d.o.o.,"75 m2, 3,5-sobno, zgrajeno l. 1948, adaptirano l. 2016, 2/4 nad., prostorno in razgibano stanovanje v obnovljenem nizkem..."
6036838,TABOR,165000.00,77.20,1940,VP,ABC nepremiènine d.o.o.,"77,2 m2, 3-sobno, zgrajeno l. 1940, adaptirano l. 2005, VP/2 nad., povsem in kvalitetno prenovljeno, prostorno in modern..."
5967377,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",164910.00,76.84,2017,P,LIN nepremiènine d.o.o.,"76,84 m2, 3-sobno, zgrajeno l. 2017, P/4 nad., Nova stanovanjska stavba v Ljubljani. 20 sodobnih stanovanj ob varni poti..."
6059820,"LJ. BEŽIGRAD, BRATOVŠEVA PLOŠÈAD - RAZGLED",164900.00,74.10,1975,11,"JA Invest, d.o.o.","74,1 m2, 3-sobno, zgrajeno l. 1975, adaptirano l. 2012, 11. nad., Lj - Bežigrad - Bratovševa plošèad, 3 sobno, 11. nadst..."
5967369,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",163642.63,82.84,2017,1,LIN nepremiènine d.o.o.,"82,84 m2, 3-sobno, zgrajeno l. 2017, 1/4 nad., Nova stanovanjska stavba v Ljubljani. 20 sodobnih stanovanj ob varni poti..."
5967381,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",163240.00,74.42,2017,P,LIN nepremiènine d.o.o.,"74,42 m2, 2,5-sobno, zgrajeno l. 2017, P/4 nad., Nova stanovanjska stavba v Ljubljani. 20 sodobnih stanovanj ob varni po..."
6054214,LJ. ŠIŠKA,162600.00,84.10,2009,5,"Stoja trade, d.o.o., Ljubljana","84,1 m2, 3-sobno, zgrajeno l. 2009, 5. nad., Šifra stanovanja: 1A5N-018 Na odlièni lokaciji v Šiški prodamo 3-sobno stan..."
6058751,"LJ. CENTER, BREG",162500.00,54.00,1760,2,FIRMA nepremiènine Martinoviæ & Co. k.d.,"54 m2, 3-sobno, zgrajeno l. 1760, adaptirano l. 2014, 2/3 nad., komfortno, svetlo, na mirni lokaciji s pogledom na ureje..."
6053694,LJ. ŠIŠKA,162200.00,91.70,2009,5,"Stoja trade, d.o.o., Ljubljana","91,7 m2, 4-sobno, zgrajeno l. 2009, 5. nad., Šifra stanovanja: 1C5N-120 Na odlièni lokaciji v Šiški prodamo 4-sobno stan..."
5990842,"LJ. CENTER, STARA",162000.00,54.00,1760,2,Zasebna ponudba,"54 m2, 2-sobno, v stavbi zgrajeni l. 1760, 2/3 nad., prodamo. Cena: 162.000,00 EUR"
5967371,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",161922.81,79.69,2017,2,LIN nepremiènine d.o.o.,"79,69 m2, 3-sobno, zgrajeno l. 2017, 2/4 nad., Nova stanovanjska stavba v Ljubljani. 20 sodobnih stanovanj ob varni poti..."
5967367,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",161070.00,81.07,2017,1,LIN nepremiènine d.o.o.,"81,07 m2, 3-sobno, zgrajeno l. 2017, 1/4 nad., Nova stanovanjska stavba v Ljubljani. 20 sodobnih stanovanj ob varni poti..."
6052812,"LJ. CENTER, ZRAVEN VILE URBANA SAMOSTOJNI",161000.00,50.00,1970,5,Zasebna ponudba,"50 m2, 2-sobno, zgrajeno l. 1970, 5/5 nad., prodamo. Cena: 161.000,00 EUR"
6053692,LJ. ŠIŠKA,161000.00,76.50,2009,7,"Stoja trade, d.o.o., Ljubljana","76,5 m2, 3-sobno, zgrajeno l. 2009, 7. nad., Šifra stanovanja: 1C7N-128 Na odlièni lokaciji v Šiški prodamo 3-sobno stan..."
6044178,"DOBRUNJE, PODMOLNIK - ZAVRŠJE",160000.00,110.00,1990,P,"24-ur.eu, Dean Daraboš s.p.","110 m2, 4-sobno, zgrajeno l. 1990, P/1 nad., prodamo. Cena: 160.000,00 EUR"
5982626,FUŽINE,160000.00,87.00,1987,1,Gradex nepremiènine d.o.o.,"87 m2, 3-sobno, zgrajeno l. 1987, adaptirano l. 2006, 1. nad., RUSJANOV TRG, kuhinja z jedilnim delom, velika dnevna sob..."
6031488,"LJ. VIÈ, TRNOVO",160000.00,76.00,1933,1,"Abstract nepremiènine, Igor Kerin s.p.","76 m2, 3-sobno, zgrajeno l. 1933, adaptirano l. 2000, 1. nad., v starejši tristanovanjski hiši na iskani lokaciji z odpr..."
5954285,ŠENTVID,160000.00,69.32,1954,VP,LJUBLJANA NEPREMIÈNINE d.o.o.,"69,32 m2, 2-sobno, zgrajeno l. 1954, adaptirano l. 2012, visoko pritlièje, V Šentvidu, na odlièni lokaciji prodamo funkc..."
6051054,"LJ. BEŽIGRAD, REBOLJEVA ULICA",160000.00,78.50,2000,4,Mernet d.o.o.,"78,5 m2, 3-sobno, adaptirano l. 2000, 4/4 nad., mirna, zelena lokacija, v obnovljenem bloku (nova streha, fasada) prodam..."
6054331,"LJ. MOSTE, ZALOG",160000.00,82.20,1960,2,Rocco nepremiènine d.o.o.,"82,2 m2, 3-sobno, zgrajeno l. 1960, adaptirano l. 2009, 2. nad., Na odlièni lokaciji v urejeni soseski v Zalogu se v bli..."
6060613,"LJ. MOSTE, ŠTEPANJSKO NASELJE",160000.00,64.80,1978,10,MESTO NEPREMIÈNIN d.o.o.,"64,8 m2, 2-sobno, zgrajeno l. 1978, adaptirano l. 2007, 10/14 nad., popolnoma prenovljeno, zelo svetlo, v zelo urejeni z..."
6050483,LJ. CENTER,160000.00,65.00,1978,10,Zasebna ponudba,"65 m2, 2-sobno, zgrajeno l. 1978, adaptirano l. 2007, 10/17 nad., obnovljen vodovod, elektrika, v vseh sobah je parket, ..."
5935461,LJ. BEŽIGRAD,160000.00,78.80,1980,4,Domart RE d.o.o.,"78,8 m2, 3-sobno, zgrajeno l. 1980, adaptirano l. 2000, 4/4 nad., prodamo. Cena: 160.000,00 EUR"
6050862,"BROD, SOSESKA OSMICA",159533.00,48.81,2016,1,Medvešek Pušnik Nepremiènine d.o.o.,"48,81 m2, 2-sobno, zgrajeno l. 2016, 19,1 m2 zemljišèa, 1/K+P+1+2, NAPRODAJ SAMO ŠE ŠTIRI ENOTE. Arhitekturno dovršeno s..."
6049562,"LJ. MOSTE, FUŽINE, RUSJANOV TRG",159000.00,74.20,1986,4,Studio modul d.o.o.,"74,2 m2, 3-sobno, zgrajeno l. 1986, adaptirano l. 2013, 4/12 nad., Prodamo izredno prijetno, prostorno in funkcionalno 3..."
6051798,"LJ. BEŽIGRAD, MAROLTOVA UL.",159000.00,77.70,1979,3,"MA - nepremièninska družba, Marko Aliè s.p.","77,7 m2, 3-sobno, zgrajeno l. 1979, adaptirano l. 2010, 3/4 nad., Stanovanje se nahaja v mirni in urejenem naselju, brez..."
6031712,DRAVLJE,159000.00,79.80,1983,5,Optima nepremiènine d.o.o.,"79,8 m2, 3-sobno, zgrajeno l. 1983, 5/12 nad., delno obnovljeno in opremljeno, prodamo. Cena: 159.000,00 EUR"
6056330,"LJ. CENTER, GRADIŠÈE",159000.00,70.00,1962,1,ALEA nepremièninska družba d.o.o.,"70 m2, 3-sobno, zgrajeno l. 1962, 1/4 nad., stanovanje z zidano garažo ob bloku se nahaja na lepi, mirni in ferkventni l..."
6058042,"LJ. ŠIŠKA, DRAVLJE",159000.00,76.60,1983,5,MESTO NEPREMIÈNIN d.o.o.,"76,6 m2, 3-sobno, zgrajeno l. 1983, adaptirano l. 2015, 5/12 nad., prostorno in svetlo v neposredni bližini celotne infr..."
6060947,BROD,159000.00,57.80,2009,M,Zasebna ponudba,"57,8 m2, 2-sobno, zgrajeno l. 2009, M/3 nad., svetlo, moderno stanovanje s èudovitim odprtim razgledom, prodamo. Cena: 1..."
6004359,"LJ. MOSTE, LE STRELJAJ OD CENTRA",159000.00,69.00,1987,P,Zasebna ponudba,"69 m2, 3-sobno, zgrajeno l. 1987, pritlièje, Prostorsko izkorišèeno stanovanje s funkcionalnim tlorisom v pritlièju stan..."
6053693,LJ. ŠIŠKA,158500.00,74.30,2009,6,"Stoja trade, d.o.o., Ljubljana","74,3 m2, 3-sobno, zgrajeno l. 2009, 6. nad., Šifro stanovanja: 1C6N-123 Na odlièni lokaciji v Šiški prodamo 3-sobno stan..."
6030279,ÈRNUÈE,158000.00,85.10,1988,3,LJUBLJANA NEPREMIÈNINE d.o.o.,"85,1 m2, 3-sobno, zgrajeno l. 1988, 3/4 nad., v Èrnuèah, v bližini avtohiše Snoj, prodamo zelo svetlo in prostorno 3-sob..."
6044606,LJ. ŠIŠKA,158000.00,79.10,1978,7,Rocco nepremiènine d.o.o.,"79,1 m2, 3-sobno, zgrajeno l. 1978, 7. nad., V Dravljah prodamo prostorno 3 sobno stanovanje, ki se nahaja v urejenem bl..."
6051130,"LJ. BEŽIGRAD, ÈRNUÈE, POLANŠKOVA",158000.00,85.12,1988,3,Mernet d.o.o.,"85,12 m2, 3-sobno, zgrajeno l. 1988, 3/4 nad., sonèno, prostorno stanovanje, klima, prodamo. Cena: 158.000,00 EUR"
6040723,ÈRNUÈE,158000.00,85.12,1988,3,PAK INVEST d.o.o.,"85,12 m2, 3-sobno, zgrajeno l. 1988, 3/4 nad., Prodamo prostorno in svetlo stanovanje z balkonom. Nahaja se na lepi loka..."
6058217,"ZG. ŠIŠKA, CELOVŠKA CESTA, BLIŽINA LPP",157000.00,63.00,1970,2,Rojal invest d.o.o.,"63 m2, 3-sobno, zgrajeno l. 1970, adaptirano l. 2016, 2/11 nad., prodamo. Cena: 157.000,00 EUR"
6053697,LJ. ŠIŠKA,156700.00,91.70,2009,2,"Stoja trade, d.o.o., Ljubljana","91,7 m2, 4-sobno, zgrajeno l. 2009, 2. nad., Šifra stanovanja: 1C2N-102 Na odlièni lokaciji v Šiški prodamo 4-sobno stan..."
6054324,LJ. MOSTE,156000.00,62.70,2016,VP,SKYNEP nepremiènine d.o.o.,"62,7 m2, 2-sobno, adaptirano l. 2016, 78 m2 zemljišèa, visoko pritlièje, na robu naselja, na lepi in sonèni lokaciji, se..."
6054327,LJ. MOSTE,156000.00,65.50,2016,1,SKYNEP nepremiènine d.o.o.,"65,5 m2, 2-sobno, adaptirano l. 2016, 51 m2 zemljišèa, 1. nad., na robu naselja, na lepi in sonèni lokaciji, se nahaja p..."
6059601,"LJ. ŠIŠKA, NASPROTI KINO",156000.00,82.50,1932,M,"Lobodas, posredništvo in storitve d.o.o., PE Kostanjevica na Krki","82,5 m2, 4,5-sobno, zgrajeno l. 1932, adaptirano l. 2006, M/3 nad., izredno funkcionalno stanovanje, ogrevanje je na top..."
6059857,"LJ. ŠIŠKA, OBIRSKA ULICA",156000.00,82.00,1938,M,"Lobodas, posredništvo in storitve d.o.o., PE Kostanjevica na Krki","82 m2, 3-sobno, zgrajeno l. 1938, adaptirano l. 2006, M/3 nad., dejansko 5 sobno oz 3+2, v zgornji etaži staromešèanske ..."
6061164,"LJ. CENTER, KOLODVORSKA ULICA",156000.00,56.20,1988,5,COOP nepremiènine d.o.o.,"56,2 m2, 2-sobno, zgrajeno l. 1988, 5/6 nad., v zelo kakovostnem in urejenem bloku na odlièni lokaciji s parkirnim mesto..."
6060003,"LJ. CENTER, - NOVE POLJANE",156000.00,42.20,1998,1,Zasebna ponudba,"42,2 m2, garsonjera, zgrajena l. 1998, 1/3 nad., Redka priložnost. V zelo urejenem in mirnem naselju prodam prijetno in ..."
6019975,LJ. CENTER,155000.00,65.70,1989,2,Agencia d.o.o.,"65,7 m2, 2,5-sobno, zgrajeno l. 1989, 2/2 nad., Mansardno stanovanje se nahaja v starem mestnem jedru - v drugem nadstro..."
6017955,"LJ. BEŽIGRAD, DUNAJSKA",155000.00,69.60,1946,1,MESTO NEPREMIÈNIN d.o.o.,"69,6 m2, 2-sobno, zgrajeno l. 1946, adaptirano l. 2014, 1/1 nad., zelo lepo obnovljeno, svetlo, v mirni ulici blizu cent..."
6022395,"LJ. CENTER, GORNJI TRG",155000.00,65.70,1763,2,Rocco nepremiènine d.o.o.,"65,7 m2, 2,5-sobno, zgrajeno l. 1763, adaptirano l. 1994, 2/2 nad., V strogem centru Ljubljane prodamo 2,5 sobno stanova..."
6003202,LJ. CENTER,155000.00,102.30,1950,1,"Salomon nepremiènine, Anže Nahtigal, s.p.","102,3 m2, 3-sobno, zgrajeno l. 1950, 1. nad., uporabne površine 73,3 m2, klet 21,10 m2, dva balkona v skupni izmeri 7,9 ..."
6042426,"LJ. MOSTE, KODELJEVO",155000.00,67.50,1946,1,LJUBLJANA NEPREMIÈNINE d.o.o.,"67,5 m2, 2-sobno, zgrajeno l. 1946, adaptirano l. 2013, 1/1 nad., ; zelo okusno obnovljeno stanovanje na izvrstni lokaci..."
6022573,"TACEN, ODLIÈNA, ATRIJ",155000.00,97.74,2009,P,"REMAX Vogal, Nepremièninska družba, d.o.o.","97,74 m2, 2-sobno, zgrajeno l. 2009, pritlièje, Na odlièni lokaciji se prodaja dvosobno stanovanje skupne velikosti 97,7..."
6058035,"LJ. CENTER, SLOMŠKOVA ULICA",155000.00,61.63,1968,VP,Nepremiènine in cenitve Mitnica Uroš Jere s.p.,"61,63 m2, 2-sobno, zgrajeno l. 1968, visoko pritlièje, Popolnoma obnovljeno 2s stanovanje prodamo. Ljubljana Center, Slo..."
6059139,"LJ. ŠIŠKA, DRAVLJE, BRILEJEVA",155000.00,76.00,1982,6,Mikljiè-Hribar Company d.o.o.,"76 m2, 3-sobno, zgrajeno l. 1982, 6/10 nad., V Šiški na Brilejevi v bližini celotne infrastrukture in s hitrim dostopom ..."
6059246,LJ. CENTER,155000.00,64.10,1994,M,Rojal invest d.o.o.,"64,1 m2, 3-sobno, adaptirano l. 1994, mansarda, prodamo. Cena: 155.000,00 EUR"
6027950,LJ. CENTER,155000.00,50.90,1959,4,Mernet d.o.o.,"50,9 m2, 2-sobno, zgrajeno l. 1959, adaptirano l. 2015, 4/5 nad., Lepo popolnoma adaptirano stanovanje v strogem centru ..."
6029452,LJ. CENTER,155000.00,64.00,1763,2,DVOREC POSREDNIŠKA HIŠA d.o.o.,"64 m2, 3-sobno, zgrajeno l. 1763, adaptirano l. 1989, 2/2 nad., Gornji trg pod gradom, zanimivo stanovanje, super lokaci..."
6061354,"LJ. ŠIŠKA, CELOVŠKA",155000.00,65.10,1974,2,Makra as Marko Krajner s.p.,"65,1 m2, 2-sobno, zgrajeno l. 1974, adaptirano l. 2013, 2/12 nad., Kompletno obnovljeno in lièno opremljeno stanovanje, ..."
5824901,"LJ. CENTER, GORNJI TRG",155000.00,65.00,1994,2,Zasebna ponudba,"65 m2, 3-sobno, adaptirano l. 1994, 2/2 nad., CK, KTV, internet, prodamo. Cena: cca 155.000,00 EUR"
6042550,"LJ. MOSTE, KODELJEVO, Z GARAŽO",154000.00,45.40,1800,1,Garant - Gabrijela Smuk s.p.,"45,4 m2, 2-sobno, zgrajeno l. 1800, adaptirano l. 2005, 1. nad., stanovanje je popolnoma obnovljeno, obsega dnevno sobo ..."
6053715,"LJ. ŠIŠKA, KINO",154000.00,65.00,1972,5,Fortuna int. d.o.o.,"65 m2, 3-sobno, zgrajeno l. 1972, adaptirano l. 2016, 5/12 nad., svetlo, izvrstna lokacija, prodamo. Cena: 154.000,00 EU..."
6053689,LJ. ŠIŠKA,153800.00,72.10,2009,6,"Stoja trade, d.o.o., Ljubljana","72,1 m2, 3-sobno, zgrajeno l. 2009, 6. nad., Šifra stanovanja: 1B6N-069 Na odlièni lokaciji v Šiški prodamo 3-sobno stan..."
6051972,"LJ. BEŽIGRAD, ATRIJSKO, GLINŠKOVA PLOŠÈAD",153000.00,60.00,1980,P,Tanal d.o.o.,"60 m2, 2-sobno, zgrajeno l. 1980, adaptirano l. 2005, 45 m2 zemljišèa, pritlièje, Na Glinškovi plošèadi prodamo dvosobno..."
6045175,"LJ. BEŽIGRAD, GLINŠKOVA PLOŠÈAD",152000.00,60.20,1978,4,LJUBLJANA NEPREMIÈNINE d.o.o.,"60,2 m2, 2-sobno, zgrajeno l. 1978, adaptirano l. 2014, 4. nad., ;V Ljubljani za Bežigradom, prodamo lepo in svetlo, 2 s..."
6048752,LJ. BEŽIGRAD,152000.00,66.50,1978,4,"Stoja trade, d.o.o., Ljubljana","66,5 m2, 2-sobno, zgrajeno l. 1978, adaptirano l. 2014, 4. nad., Prodamo prenovljeno in komplet opremljeno 2-sobno stano..."
6055565,ÈRNUÈE,152000.00,66.50,1978,4,Mreža nepremiènin d.o.o.,"66,5 m2, 2-sobno, zgrajeno l. 1978, adaptirano l. 2014, 4/4 nad., prodamo. Cena: 152.000,00 EUR"
6060574,"LJ. BEŽIGRAD, PLAVA LAGUNA",151000.00,58.20,1974,3,MESTO NEPREMIÈNIN d.o.o.,"58,2 m2, 2-sobno, zgrajeno l. 1974, 3/9 nad., zelo funkcionalen tloris, odlièna lokacija, prodamo. Cena: 151.000,00 EUR"
6010104,TRNOVO,150000.00,53.20,1992,2,LJUBLJANA NEPREMIÈNINE d.o.o.,"53,2 m2, 2-sobno, zgrajeno l. 1992, 2/2 nad., Na Opekarski ulici, prodamo 2ss, ki se nahaja v 2/2 nadstropju. Do stogega..."
5995107,DRAVLJE,150000.00,72.70,1979,3,LJUBLJANA NEPREMIÈNINE d.o.o.,"72,7 m2, 2,5-sobno, zgrajeno l. 1979, 3/10 nad., Lepo vzdrževano in prostorno stanovanje, prodamo. Cena: 150.000,00 EUR"
6049284,DRAVLJE,150000.00,72.60,1983,3,Roni nepremiènine d.o.o.,"72,6 m2, 2,5-sobno, zgrajeno l. 1983, 3/10 nad., Prodamo svetlo in prostorno 2,5 stanovanje v stanovanjskem bloku z zele..."
6057515,"LJ. BEŽIGRAD, VOJKOVA",150000.00,81.00,1980,19,"""NOTE"" poslovne storitve Polona Bobera s.p.","81 m2, 3-sobno, zgrajeno l. 1980, adaptirano l. 2007, 19/21 nad., Stanovanje se nahaja v predzadjnem nadstropju stolpnic..."
6060744,"LJ. ŠIŠKA, Z ATRIJEM",150000.00,62.00,2004,P,Neptun nepremiènine - Borut Vodopivec s.p.,"62 m2, 2,5-sobno, zgrajeno l. 2004, 85 m2 zemljišèa, P/2 nad., Lepo in sodobno 2,5sobno stanovanje v pritlièju 3-stanova..."
6013120,"LJ. CENTER, LJUBLJANICA - ŽITNI MOST",150000.00,73.60,1896,M,"Zaltis, d.o.o., Ljubljana","73,6 m2, 3-sobno, zgrajeno l. 1896, adaptirano l. 2008, M/3 nad., prodamo. Cena: 150.000,00 EUR"
6044543,"LJ. BEŽIGRAD, FABIANIJEVA",150000.00,61.30,1957,4,Kristal nepremiènine d.o.o.,"61,3 m2, 2-sobno, zgrajeno l. 1957, 4/5 nad., prodamo. Cena: 150.000,00 EUR"
6060684,LJ. BEŽIGRAD,150000.00,45.00,1975,1,Zasebna ponudba,"45 m2, 1,5-sobno, zgrajeno l. 1975, adaptirano l. 2014, 1/7 nad., 1,5-sobno, 45 m2, bežigrad, topniška, vilharjeva, možn..."
